project_id,package_id,scope,dataset_id,version,project_num,title,shortname,search_column_1
210437,knb-lter-jrn.210437084.27,knb-lter-jrn,210437084,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437083.27,knb-lter-jrn,210437083,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437009.27,knb-lter-jrn,210437009,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437010.27,knb-lter-jrn,210437010,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437043.27,knb-lter-jrn,210437043,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437058.27,knb-lter-jrn,210437058,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437078.28,knb-lter-jrn,210437078,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437004.28,knb-lter-jrn,210437004,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437102.27,knb-lter-jrn,210437102,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437103.27,knb-lter-jrn,210437103,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437087.27,knb-lter-jrn,210437087,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437088.27,knb-lter-jrn,210437088,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437013.27,knb-lter-jrn,210437013,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437094.28,knb-lter-jrn,210437094,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437059.27,knb-lter-jrn,210437059,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437029.27,knb-lter-jrn,210437029,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437104.27,knb-lter-jrn,210437104,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437089.27,knb-lter-jrn,210437089,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437014.27,knb-lter-jrn,210437014,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437015.27,knb-lter-jrn,210437015,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437045.26,knb-lter-jrn,210437045,26,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437060.27,knb-lter-jrn,210437060,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437030.26,knb-lter-jrn,210437030,26,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437074.25,knb-lter-jrn,210437074,25,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437075.25,knb-lter-jrn,210437075,25,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437105.27,knb-lter-jrn,210437105,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437090.27,knb-lter-jrn,210437090,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437107.15,knb-lter-jrn,210437107,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437110.15,knb-lter-jrn,210437110,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437112.15,knb-lter-jrn,210437112,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437113.15,knb-lter-jrn,210437113,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437108.15,knb-lter-jrn,210437108,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437109.15,knb-lter-jrn,210437109,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437115.15,knb-lter-jrn,210437115,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437114.15,knb-lter-jrn,210437114,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437054.27,knb-lter-jrn,210437054,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437024.27,knb-lter-jrn,210437024,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437025.27,knb-lter-jrn,210437025,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437069.25,knb-lter-jrn,210437069,25,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437099.27,knb-lter-jrn,210437099,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437044.27,knb-lter-jrn,210437044,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437027.27,knb-lter-jrn,210437027,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437072.25,knb-lter-jrn,210437072,25,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437071.24,knb-lter-jrn,210437071,24,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437040.28,knb-lter-jrn,210437040,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437041.27,knb-lter-jrn,210437041,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437028.27,knb-lter-jrn,210437028,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437073.25,knb-lter-jrn,210437073,25,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437026.27,knb-lter-jrn,210437026,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437070.24,knb-lter-jrn,210437070,24,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437100.28,knb-lter-jrn,210437100,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437085.28,knb-lter-jrn,210437085,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437042.27,knb-lter-jrn,210437042,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437101.27,knb-lter-jrn,210437101,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437057.27,knb-lter-jrn,210437057,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437012.27,knb-lter-jrn,210437012,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437011.29,knb-lter-jrn,210437011,29,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437111.15,knb-lter-jrn,210437111,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437086.27,knb-lter-jrn,210437086,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437117.15,knb-lter-jrn,210437117,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437118.15,knb-lter-jrn,210437118,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437055.28,knb-lter-jrn,210437055,28,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437116.15,knb-lter-jrn,210437116,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437119.15,knb-lter-jrn,210437119,15,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437120.14,knb-lter-jrn,210437120,14,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210437,knb-lter-jrn.210437056.27,knb-lter-jrn,210437056,27,437,NPP site instrumentation on a wireless network,NPP met stations,Study 437 - NPP met stations
210461,knb-lter-jrn.210461001.17,knb-lter-jrn,210461001,17,461,Multiple Stressor Experiment II (MSE-II): Effect of multiple stressors (grazing and shrub removal) on decline and recovery of perennial grasses in a black grama-mesquite savanna on sandy soils,NA,Study 461
210469,knb-lter-jrn.210469001.1,knb-lter-jrn,210469001,1,469,Woody-plant encroachment in Southwestern rangelands: Mechanisms of invasion and opportunities of containment,NA,Study 469
210472,knb-lter-jrn.210472001.1,knb-lter-jrn,210472001,1,472,Grazing Management Effects on Carbon Sequestration in Rangelands,NA,Study 472
210493,knb-lter-jrn.210493001.1,knb-lter-jrn,210493001,1,493,Microfauna in soil biocrust in grass and shrub dominated sites,NA,Study 493
210500,knb-lter-jrn.210500001.1,knb-lter-jrn,210500001,1,500,Seedling establishment on winnowed vs. unwinnowed soils,NA,Study 500
210520,knb-lter-jrn.210520001.1,knb-lter-jrn,210520001,1,520,Jornada LTER plant species list,NA,Study 520
210548,knb-lter-jrn.210548043.24,knb-lter-jrn,210548043,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548057.24,knb-lter-jrn,210548057,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548042.24,knb-lter-jrn,210548042,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548028.25,knb-lter-jrn,210548028,25,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548011.25,knb-lter-jrn,210548011,25,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548029.23,knb-lter-jrn,210548029,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548071.24,knb-lter-jrn,210548071,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548041.24,knb-lter-jrn,210548041,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548058.24,knb-lter-jrn,210548058,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548073.25,knb-lter-jrn,210548073,25,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548044.23,knb-lter-jrn,210548044,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548100.22,knb-lter-jrn,210548100,22,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548060.23,knb-lter-jrn,210548060,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548016.24,knb-lter-jrn,210548016,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548086.24,knb-lter-jrn,210548086,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548001.24,knb-lter-jrn,210548001,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548090.23,knb-lter-jrn,210548090,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548061.25,knb-lter-jrn,210548061,25,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548013.24,knb-lter-jrn,210548013,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548012.24,knb-lter-jrn,210548012,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548014.23,knb-lter-jrn,210548014,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548088.24,knb-lter-jrn,210548088,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548059.23,knb-lter-jrn,210548059,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548074.23,knb-lter-jrn,210548074,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548101.21,knb-lter-jrn,210548101,21,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548015.23,knb-lter-jrn,210548015,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548089.23,knb-lter-jrn,210548089,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548031.24,knb-lter-jrn,210548031,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548102.20,knb-lter-jrn,210548102,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548055.24,knb-lter-jrn,210548055,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548025.24,knb-lter-jrn,210548025,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548040.24,knb-lter-jrn,210548040,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548010.23,knb-lter-jrn,210548010,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548085.24,knb-lter-jrn,210548085,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548070.25,knb-lter-jrn,210548070,25,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548099.22,knb-lter-jrn,210548099,22,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548056.24,knb-lter-jrn,210548056,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548026.24,knb-lter-jrn,210548026,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548027.24,knb-lter-jrn,210548027,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548081.23,knb-lter-jrn,210548081,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548066.23,knb-lter-jrn,210548066,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548017.24,knb-lter-jrn,210548017,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548046.24,knb-lter-jrn,210548046,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548032.24,knb-lter-jrn,210548032,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548002.23,knb-lter-jrn,210548002,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548076.24,knb-lter-jrn,210548076,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548062.23,knb-lter-jrn,210548062,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548103.21,knb-lter-jrn,210548103,21,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548047.23,knb-lter-jrn,210548047,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548018.23,knb-lter-jrn,210548018,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548033.23,knb-lter-jrn,210548033,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548003.23,knb-lter-jrn,210548003,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548077.23,knb-lter-jrn,210548077,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548078.23,knb-lter-jrn,210548078,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548063.23,knb-lter-jrn,210548063,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548048.23,knb-lter-jrn,210548048,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548019.23,knb-lter-jrn,210548019,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548034.23,knb-lter-jrn,210548034,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548004.23,knb-lter-jrn,210548004,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548079.23,knb-lter-jrn,210548079,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548087.23,knb-lter-jrn,210548087,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548072.24,knb-lter-jrn,210548072,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548092.20,knb-lter-jrn,210548092,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548030.23,knb-lter-jrn,210548030,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548045.23,knb-lter-jrn,210548045,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548035.23,knb-lter-jrn,210548035,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548005.24,knb-lter-jrn,210548005,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548075.23,knb-lter-jrn,210548075,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548065.23,knb-lter-jrn,210548065,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548093.20,knb-lter-jrn,210548093,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548050.23,knb-lter-jrn,210548050,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548021.23,knb-lter-jrn,210548021,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548036.23,knb-lter-jrn,210548036,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548006.23,knb-lter-jrn,210548006,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548094.20,knb-lter-jrn,210548094,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548051.23,knb-lter-jrn,210548051,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548022.23,knb-lter-jrn,210548022,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548037.23,knb-lter-jrn,210548037,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548007.23,knb-lter-jrn,210548007,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548009.23,knb-lter-jrn,210548009,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548083.23,knb-lter-jrn,210548083,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548023.23,knb-lter-jrn,210548023,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548008.23,knb-lter-jrn,210548008,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548082.23,knb-lter-jrn,210548082,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548067.23,knb-lter-jrn,210548067,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548095.19,knb-lter-jrn,210548095,19,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548096.20,knb-lter-jrn,210548096,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548053.23,knb-lter-jrn,210548053,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548052.24,knb-lter-jrn,210548052,24,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548024.23,knb-lter-jrn,210548024,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548038.23,knb-lter-jrn,210548038,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548039.23,knb-lter-jrn,210548039,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548084.23,knb-lter-jrn,210548084,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548069.23,knb-lter-jrn,210548069,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548068.23,knb-lter-jrn,210548068,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548054.23,knb-lter-jrn,210548054,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548064.23,knb-lter-jrn,210548064,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548091.20,knb-lter-jrn,210548091,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548097.20,knb-lter-jrn,210548097,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548098.20,knb-lter-jrn,210548098,20,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548020.23,knb-lter-jrn,210548020,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548049.23,knb-lter-jrn,210548049,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
210548,knb-lter-jrn.210548080.23,knb-lter-jrn,210548080,23,548,CSIS instrumentation on a wireless network,CSIS met stations,Study 548 - CSIS met stations
