id,project_id,packageid,scope,datasetid,version,resnotif_id,project_title
knb-lter-jrn.210437015,210437,knb-lter-jrn.210437015.25,knb-lter-jrn,210437015,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437107,210437,knb-lter-jrn.210437107.13,knb-lter-jrn,210437107,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437025,210437,knb-lter-jrn.210437025.25,knb-lter-jrn,210437025,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437026,210437,knb-lter-jrn.210437026.25,knb-lter-jrn,210437026,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437037,210437,knb-lter-jrn.210437037.25,knb-lter-jrn,210437037,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437070,210437,knb-lter-jrn.210437070.23,knb-lter-jrn,210437070,23,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437089,210437,knb-lter-jrn.210437089.25,knb-lter-jrn,210437089,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437100,210437,knb-lter-jrn.210437100.26,knb-lter-jrn,210437100,26,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437042,210437,knb-lter-jrn.210437042.25,knb-lter-jrn,210437042,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437057,210437,knb-lter-jrn.210437057.25,knb-lter-jrn,210437057,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437027,210437,knb-lter-jrn.210437027.25,knb-lter-jrn,210437027,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437040,210437,knb-lter-jrn.210437040.26,knb-lter-jrn,210437040,26,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437041,210437,knb-lter-jrn.210437041.25,knb-lter-jrn,210437041,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437056,210437,knb-lter-jrn.210437056.25,knb-lter-jrn,210437056,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437055,210437,knb-lter-jrn.210437055.26,knb-lter-jrn,210437055,26,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437071,210437,knb-lter-jrn.210437071.23,knb-lter-jrn,210437071,23,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437101,210437,knb-lter-jrn.210437101.25,knb-lter-jrn,210437101,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437044,210437,knb-lter-jrn.210437044.25,knb-lter-jrn,210437044,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437014,210437,knb-lter-jrn.210437014.25,knb-lter-jrn,210437014,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437120,210437,knb-lter-jrn.210437120.12,knb-lter-jrn,210437120,12,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437052,210437,knb-lter-jrn.210437052.25,knb-lter-jrn,210437052,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437095,210437,knb-lter-jrn.210437095.25,knb-lter-jrn,210437095,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437096,210437,knb-lter-jrn.210437096.25,knb-lter-jrn,210437096,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437022,210437,knb-lter-jrn.210437022.25,knb-lter-jrn,210437022,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437081,210437,knb-lter-jrn.210437081.25,knb-lter-jrn,210437081,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437008,210437,knb-lter-jrn.210437008.25,knb-lter-jrn,210437008,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437005,210437,knb-lter-jrn.210437005.24,knb-lter-jrn,210437005,24,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437006,210437,knb-lter-jrn.210437006.25,knb-lter-jrn,210437006,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437007,210437,knb-lter-jrn.210437007.25,knb-lter-jrn,210437007,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437038,210437,knb-lter-jrn.210437038.25,knb-lter-jrn,210437038,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437053,210437,knb-lter-jrn.210437053.25,knb-lter-jrn,210437053,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437023,210437,knb-lter-jrn.210437023.25,knb-lter-jrn,210437023,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437039,210437,knb-lter-jrn.210437039.24,knb-lter-jrn,210437039,24,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437054,210437,knb-lter-jrn.210437054.25,knb-lter-jrn,210437054,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437024,210437,knb-lter-jrn.210437024.25,knb-lter-jrn,210437024,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437067,210437,knb-lter-jrn.210437067.23,knb-lter-jrn,210437067,23,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437068,210437,knb-lter-jrn.210437068.23,knb-lter-jrn,210437068,23,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437069,210437,knb-lter-jrn.210437069.23,knb-lter-jrn,210437069,23,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437116,210437,knb-lter-jrn.210437116.13,knb-lter-jrn,210437116,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437111,210437,knb-lter-jrn.210437111.13,knb-lter-jrn,210437111,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437112,210437,knb-lter-jrn.210437112.13,knb-lter-jrn,210437112,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437117,210437,knb-lter-jrn.210437117.13,knb-lter-jrn,210437117,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437118,210437,knb-lter-jrn.210437118.13,knb-lter-jrn,210437118,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437119,210437,knb-lter-jrn.210437119.13,knb-lter-jrn,210437119,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437110,210437,knb-lter-jrn.210437110.13,knb-lter-jrn,210437110,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437108,210437,knb-lter-jrn.210437108.13,knb-lter-jrn,210437108,13,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437009,210437,knb-lter-jrn.210437009.25,knb-lter-jrn,210437009,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210437010,210437,knb-lter-jrn.210437010.25,knb-lter-jrn,210437010,25,437,NPP site instrumentation on a wireless network
knb-lter-jrn.210461001,210461,knb-lter-jrn.210461001.17,knb-lter-jrn,210461001,17,461,Multiple Stressor Experiment II (MSE-II): Effect of multiple stressors (grazing and shrub removal) on decline and recovery of perennial grasses in a black grama-mesquite savanna on sandy soils
knb-lter-jrn.210469001,210469,knb-lter-jrn.210469001.1,knb-lter-jrn,210469001,1,469,Woody-plant encroachment in Southwestern rangelands: Mechanisms of invasion and opportunities of containment
knb-lter-jrn.210472001,210472,knb-lter-jrn.210472001.1,knb-lter-jrn,210472001,1,472,Grazing Management Effects on Carbon Sequestration in Rangelands
knb-lter-jrn.210493001,210493,knb-lter-jrn.210493001.1,knb-lter-jrn,210493001,1,493,Microfauna in soil biocrust in grass and shrub dominated sites
knb-lter-jrn.210500001,210500,knb-lter-jrn.210500001.1,knb-lter-jrn,210500001,1,500,Seedling establishment on winnowed vs. unwinnowed soils
knb-lter-jrn.210520001,210520,knb-lter-jrn.210520001.1,knb-lter-jrn,210520001,1,520,Jornada LTER plant species list
knb-lter-jrn.210548025,210548,knb-lter-jrn.210548025.22,knb-lter-jrn,210548025,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548040,210548,knb-lter-jrn.210548040.22,knb-lter-jrn,210548040,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548026,210548,knb-lter-jrn.210548026.22,knb-lter-jrn,210548026,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548041,210548,knb-lter-jrn.210548041.22,knb-lter-jrn,210548041,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548010,210548,knb-lter-jrn.210548010.21,knb-lter-jrn,210548010,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548055,210548,knb-lter-jrn.210548055.22,knb-lter-jrn,210548055,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548071,210548,knb-lter-jrn.210548071.22,knb-lter-jrn,210548071,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548070,210548,knb-lter-jrn.210548070.23,knb-lter-jrn,210548070,23,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548011,210548,knb-lter-jrn.210548011.23,knb-lter-jrn,210548011,23,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548085,210548,knb-lter-jrn.210548085.22,knb-lter-jrn,210548085,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548042,210548,knb-lter-jrn.210548042.22,knb-lter-jrn,210548042,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548012,210548,knb-lter-jrn.210548012.22,knb-lter-jrn,210548012,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548087,210548,knb-lter-jrn.210548087.21,knb-lter-jrn,210548087,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548086,210548,knb-lter-jrn.210548086.22,knb-lter-jrn,210548086,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548072,210548,knb-lter-jrn.210548072.22,knb-lter-jrn,210548072,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548099,210548,knb-lter-jrn.210548099.21,knb-lter-jrn,210548099,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548100,210548,knb-lter-jrn.210548100.21,knb-lter-jrn,210548100,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548058,210548,knb-lter-jrn.210548058.22,knb-lter-jrn,210548058,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548028,210548,knb-lter-jrn.210548028.23,knb-lter-jrn,210548028,23,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548057,210548,knb-lter-jrn.210548057.22,knb-lter-jrn,210548057,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548043,210548,knb-lter-jrn.210548043.22,knb-lter-jrn,210548043,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548056,210548,knb-lter-jrn.210548056.22,knb-lter-jrn,210548056,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548027,210548,knb-lter-jrn.210548027.22,knb-lter-jrn,210548027,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548073,210548,knb-lter-jrn.210548073.23,knb-lter-jrn,210548073,23,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548101,210548,knb-lter-jrn.210548101.20,knb-lter-jrn,210548101,20,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548059,210548,knb-lter-jrn.210548059.21,knb-lter-jrn,210548059,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548029,210548,knb-lter-jrn.210548029.21,knb-lter-jrn,210548029,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548030,210548,knb-lter-jrn.210548030.21,knb-lter-jrn,210548030,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548044,210548,knb-lter-jrn.210548044.21,knb-lter-jrn,210548044,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548014,210548,knb-lter-jrn.210548014.21,knb-lter-jrn,210548014,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548031,210548,knb-lter-jrn.210548031.22,knb-lter-jrn,210548031,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548015,210548,knb-lter-jrn.210548015.21,knb-lter-jrn,210548015,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548001,210548,knb-lter-jrn.210548001.22,knb-lter-jrn,210548001,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548090,210548,knb-lter-jrn.210548090.21,knb-lter-jrn,210548090,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548089,210548,knb-lter-jrn.210548089.21,knb-lter-jrn,210548089,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548075,210548,knb-lter-jrn.210548075.21,knb-lter-jrn,210548075,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548074,210548,knb-lter-jrn.210548074.21,knb-lter-jrn,210548074,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548102,210548,knb-lter-jrn.210548102.19,knb-lter-jrn,210548102,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548103,210548,knb-lter-jrn.210548103.19,knb-lter-jrn,210548103,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548060,210548,knb-lter-jrn.210548060.21,knb-lter-jrn,210548060,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548017,210548,knb-lter-jrn.210548017.22,knb-lter-jrn,210548017,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548046,210548,knb-lter-jrn.210548046.22,knb-lter-jrn,210548046,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548045,210548,knb-lter-jrn.210548045.21,knb-lter-jrn,210548045,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548016,210548,knb-lter-jrn.210548016.22,knb-lter-jrn,210548016,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548032,210548,knb-lter-jrn.210548032.22,knb-lter-jrn,210548032,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548002,210548,knb-lter-jrn.210548002.21,knb-lter-jrn,210548002,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548077,210548,knb-lter-jrn.210548077.21,knb-lter-jrn,210548077,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548048,210548,knb-lter-jrn.210548048.21,knb-lter-jrn,210548048,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548047,210548,knb-lter-jrn.210548047.21,knb-lter-jrn,210548047,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548018,210548,knb-lter-jrn.210548018.21,knb-lter-jrn,210548018,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548033,210548,knb-lter-jrn.210548033.21,knb-lter-jrn,210548033,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548003,210548,knb-lter-jrn.210548003.21,knb-lter-jrn,210548003,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548076,210548,knb-lter-jrn.210548076.22,knb-lter-jrn,210548076,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548078,210548,knb-lter-jrn.210548078.21,knb-lter-jrn,210548078,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548062,210548,knb-lter-jrn.210548062.21,knb-lter-jrn,210548062,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548061,210548,knb-lter-jrn.210548061.23,knb-lter-jrn,210548061,23,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548049,210548,knb-lter-jrn.210548049.21,knb-lter-jrn,210548049,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548019,210548,knb-lter-jrn.210548019.21,knb-lter-jrn,210548019,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548020,210548,knb-lter-jrn.210548020.21,knb-lter-jrn,210548020,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548034,210548,knb-lter-jrn.210548034.21,knb-lter-jrn,210548034,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548004,210548,knb-lter-jrn.210548004.21,knb-lter-jrn,210548004,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548013,210548,knb-lter-jrn.210548013.22,knb-lter-jrn,210548013,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548088,210548,knb-lter-jrn.210548088.22,knb-lter-jrn,210548088,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548091,210548,knb-lter-jrn.210548091.19,knb-lter-jrn,210548091,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548093,210548,knb-lter-jrn.210548093.19,knb-lter-jrn,210548093,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548092,210548,knb-lter-jrn.210548092.19,knb-lter-jrn,210548092,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548094,210548,knb-lter-jrn.210548094.19,knb-lter-jrn,210548094,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548051,210548,knb-lter-jrn.210548051.21,knb-lter-jrn,210548051,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548050,210548,knb-lter-jrn.210548050.21,knb-lter-jrn,210548050,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548021,210548,knb-lter-jrn.210548021.21,knb-lter-jrn,210548021,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548022,210548,knb-lter-jrn.210548022.21,knb-lter-jrn,210548022,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548036,210548,knb-lter-jrn.210548036.21,knb-lter-jrn,210548036,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548037,210548,knb-lter-jrn.210548037.21,knb-lter-jrn,210548037,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548007,210548,knb-lter-jrn.210548007.21,knb-lter-jrn,210548007,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548006,210548,knb-lter-jrn.210548006.21,knb-lter-jrn,210548006,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548081,210548,knb-lter-jrn.210548081.21,knb-lter-jrn,210548081,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548038,210548,knb-lter-jrn.210548038.21,knb-lter-jrn,210548038,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548008,210548,knb-lter-jrn.210548008.21,knb-lter-jrn,210548008,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548082,210548,knb-lter-jrn.210548082.21,knb-lter-jrn,210548082,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548083,210548,knb-lter-jrn.210548083.21,knb-lter-jrn,210548083,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548067,210548,knb-lter-jrn.210548067.21,knb-lter-jrn,210548067,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548068,210548,knb-lter-jrn.210548068.21,knb-lter-jrn,210548068,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548066,210548,knb-lter-jrn.210548066.21,knb-lter-jrn,210548066,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548095,210548,knb-lter-jrn.210548095.18,knb-lter-jrn,210548095,18,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548096,210548,knb-lter-jrn.210548096.19,knb-lter-jrn,210548096,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548052,210548,knb-lter-jrn.210548052.22,knb-lter-jrn,210548052,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548053,210548,knb-lter-jrn.210548053.21,knb-lter-jrn,210548053,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548054,210548,knb-lter-jrn.210548054.21,knb-lter-jrn,210548054,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548023,210548,knb-lter-jrn.210548023.21,knb-lter-jrn,210548023,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548024,210548,knb-lter-jrn.210548024.21,knb-lter-jrn,210548024,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548039,210548,knb-lter-jrn.210548039.21,knb-lter-jrn,210548039,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548009,210548,knb-lter-jrn.210548009.21,knb-lter-jrn,210548009,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548069,210548,knb-lter-jrn.210548069.21,knb-lter-jrn,210548069,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548097,210548,knb-lter-jrn.210548097.19,knb-lter-jrn,210548097,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548098,210548,knb-lter-jrn.210548098.19,knb-lter-jrn,210548098,19,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548080,210548,knb-lter-jrn.210548080.21,knb-lter-jrn,210548080,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548065,210548,knb-lter-jrn.210548065.21,knb-lter-jrn,210548065,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548079,210548,knb-lter-jrn.210548079.21,knb-lter-jrn,210548079,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548064,210548,knb-lter-jrn.210548064.21,knb-lter-jrn,210548064,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548084,210548,knb-lter-jrn.210548084.21,knb-lter-jrn,210548084,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548035,210548,knb-lter-jrn.210548035.21,knb-lter-jrn,210548035,21,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548005,210548,knb-lter-jrn.210548005.22,knb-lter-jrn,210548005,22,548,CSIS instrumentation on a wireless network
knb-lter-jrn.210548063,210548,knb-lter-jrn.210548063.21,knb-lter-jrn,210548063,21,548,CSIS instrumentation on a wireless network
